,County,Year,Metro,State,Avg_Annual_Rent,Med_Annual_Income,County_Population,Rent_Income,Percent_AnnualRent_Change,Percent_Pop_Change,Percent_AnnualIncome_Change
2756,"Washington County, Maryland",2014,"Hagerstown, Maryland",Maryland,14607.42105,55471,149573,0.263334374,0.00876313,-0.000100275,-0.037212531
2757,"Washington County, Maryland",2015,"Hagerstown, Maryland",Maryland,15038.31579,55979,149585,0.268642094,0.029498344,8.02E-05,0.009157938
2758,"Washington County, Maryland",2016,"Hagerstown, Maryland",Maryland,15051.42105,54250,150292,0.277445549,0.000871458,0.00472641,-0.030886582
2759,"Washington County, Minnesota",2013,"Minneapolis-St Paul, Minnesota",Minnesota,19817.05263,80748,246603,0.245418495,NA,NA,NA
2760,"Washington County, Minnesota",2014,"Minneapolis-St Paul, Minnesota",Minnesota,20601.89474,83545,249283,0.246596382,0.039604381,0.01086767,0.034638629
2761,"Washington County, Minnesota",2015,"Minneapolis-St Paul, Minnesota",Minnesota,20685.94737,87995,251597,0.235080941,0.00407985,0.009282623,0.053264708
2762,"Washington County, Minnesota",2016,"Minneapolis-St Paul, Minnesota",Minnesota,20865.42105,90256,253117,0.231180432,0.008676116,0.006041407,0.025694642
2763,"Washington County, Oregon",2013,"Portland, Oregon",Oregon,18458.33333,63238,554996,0.291886735,NA,NA,NA
2764,"Washington County, Oregon",2014,"Portland, Oregon",Oregon,19628.85714,66136,562998,0.296795348,0.063414382,0.014418122,0.045826876
2765,"Washington County, Oregon",2015,"Portland, Oregon",Oregon,21303.04762,70447,574326,0.302398223,0.085292305,0.020120853,0.065183864
2766,"Washington County, Oregon",2016,"Portland, Oregon",Oregon,23108.09524,75634,582779,0.30552523,0.084731896,0.014718122,0.073629821
2767,"Washington County, Pennsylvania",2013,"Pittsburgh, Pennsylvania",Pennsylvania,19655.70588,55124,208206,0.356572562,NA,NA,NA
2768,"Washington County, Pennsylvania",2014,"Pittsburgh, Pennsylvania",Pennsylvania,19709.76471,56047,208187,0.351664937,0.002750287,-9.13E-05,0.016744068
2769,"Washington County, Pennsylvania",2015,"Pittsburgh, Pennsylvania",Pennsylvania,20227.64706,58085,208261,0.348242181,0.02627542,0.00035545,0.036362339
2770,"Washington County, Pennsylvania",2016,"Pittsburgh, Pennsylvania",Pennsylvania,19084.76471,57998,207981,0.329059014,-0.056501003,-0.001344467,-0.001497805
2771,"Washington County, Rhode Island",2013,"Providence, Rhode Island",Rhode Island,17916.5,70433,126259,0.2543765,NA,NA,NA
2772,"Washington County, Rhode Island",2014,"Providence, Rhode Island",Rhode Island,16223.5,71229,126653,0.227765376,-0.094493902,0.00312057,0.011301521
2773,"Washington County, Rhode Island",2015,"Providence, Rhode Island",Rhode Island,17642.5,72453,126517,0.243502684,0.087465713,-0.0010738,0.017184012
2774,"Washington County, Rhode Island",2016,"Providence, Rhode Island",Rhode Island,17688.5,77813,126288,0.227320628,0.00260734,-0.001810033,0.073978993
2775,"Washington County, Tennessee",2013,"Johnson City, Tennessee",Tennessee,10311,41349,125546,0.24936516,NA,NA,NA
2776,"Washington County, Tennessee",2014,"Johnson City, Tennessee",Tennessee,11665,42950,126242,0.271594878,0.13131607,0.005543785,0.038719195
2777,"Washington County, Tennessee",2015,"Johnson City, Tennessee",Tennessee,11137,45484,126302,0.244855334,-0.045263609,0.000475278,0.058998836
2778,"Washington County, Tennessee",2016,"Johnson City, Tennessee",Tennessee,11112.6,46276,127440,0.240137436,-0.002190895,0.00901015,0.017412717
2779,"Washington County, Utah",2013,"St. George, Utah",Utah,14938.2,51063,147800,0.292544504,NA,NA,NA
2780,"Washington County, Utah",2014,"St. George, Utah",Utah,14934.4,49981,151948,0.298801545,-0.000254381,0.028064953,-0.021189511
2781,"Washington County, Utah",2015,"St. George, Utah",Utah,15289.5,54913,155602,0.278431337,0.023777319,0.024047701,0.098677497
2782,"Washington County, Utah",2016,"St. George, Utah",Utah,15627.7,55056,160245,0.283850988,0.022119755,0.029838948,0.002604119
2783,"Washington County, Wisconsin",2013,"Milwaukee, Wisconsin",Wisconsin,13415.75,66391,132739,0.202071817,NA,NA,NA
2784,"Washington County, Wisconsin",2014,"Milwaukee, Wisconsin",Wisconsin,14075.5,68424,133251,0.205709985,0.049177273,0.003857193,0.03062162
2785,"Washington County, Wisconsin",2015,"Milwaukee, Wisconsin",Wisconsin,15533.75,69713,133674,0.222824294,0.103602003,0.00317446,0.018838419
2786,"Washington County, Wisconsin",2016,"Milwaukee, Wisconsin",Wisconsin,15471,73502,134296,0.210484068,-0.004039591,0.004653111,0.054351412
2787,"Washoe County, Nevada",2013,"Reno, Nevada",Nevada,17784.83333,53588,433731,0.331880894,NA,NA,NA
2788,"Washoe County, Nevada",2014,"Reno, Nevada",Nevada,18285.33333,52618,440078,0.347510991,0.028141956,0.014633494,-0.018101067
2789,"Washoe County, Nevada",2015,"Reno, Nevada",Nevada,19127.66667,56382,446903,0.339251298,0.046066064,0.015508614,0.071534456
2790,"Washoe County, Nevada",2016,"Reno, Nevada",Nevada,20099.66667,58175,453616,0.34550351,0.050816444,0.015021157,0.031800929
2791,"Washtenaw County, Michigan",2013,"Ann Arbor, Michigan",Michigan,18055.18182,59660,354240,0.302634627,NA,NA,NA
2792,"Washtenaw County, Michigan",2014,"Ann Arbor, Michigan",Michigan,18748.81818,62845,356874,0.298334286,0.038417578,0.007435637,0.053385853
2793,"Washtenaw County, Michigan",2015,"Ann Arbor, Michigan",Michigan,19637.90909,61977,358880,0.316858013,0.047421171,0.005621032,-0.013811759
2794,"Washtenaw County, Michigan",2016,"Ann Arbor, Michigan",Michigan,19208.90909,65601,364709,0.292814273,-0.021845503,0.016242198,0.058473305
2795,"Waukesha County, Wisconsin",2013,"Milwaukee, Wisconsin",Wisconsin,22275.84,75368,393843,0.295560981,NA,NA,NA
2796,"Waukesha County, Wisconsin",2014,"Milwaukee, Wisconsin",Wisconsin,21533.88,76053,395118,0.283143071,-0.033307835,0.003237331,0.009088738
2797,"Waukesha County, Wisconsin",2015,"Milwaukee, Wisconsin",Wisconsin,22393.56,77761,396488,0.287979321,0.039922206,0.003467319,0.022458023
2798,"Waukesha County, Wisconsin",2016,"Milwaukee, Wisconsin",Wisconsin,22708,81878,398424,0.277339456,0.014041537,0.004882872,0.052944278
2799,"Wayne County, Indiana",2013,"Richmond, Indiana",Indiana,9459.875,34745,67893,0.272265794,NA,NA,NA
2800,"Wayne County, Indiana",2014,"Richmond, Indiana",Indiana,9932.125,41204,67671,0.241047592,0.049921378,-0.003269851,0.185897251
2801,"Wayne County, Indiana",2015,"Richmond, Indiana",Indiana,9925.875,42160,67001,0.235433468,-0.000629271,-0.009900844,0.023201631
2802,"Wayne County, Indiana",2016,"Richmond, Indiana",Indiana,9836.75,43401,66568,0.226648004,-0.008979057,-0.00646259,0.029435484
2803,"Wayne County, Michigan",2013,"Detroit, Michigan",Michigan,13737.325,40487,1775273,0.339302122,NA,NA,NA
2804,"Wayne County, Michigan",2014,"Detroit, Michigan",Michigan,13813.95,41435,1764804,0.33338844,0.005577869,-0.005897121,0.023414923
2805,"Wayne County, Michigan",2015,"Detroit, Michigan",Michigan,14189.425,41557,1759335,0.341444883,0.027180857,-0.003098928,0.002944371
2806,"Wayne County, Michigan",2016,"Detroit, Michigan",Michigan,14587.95,43464,1749366,0.335632938,0.028086057,-0.005666346,0.045888779
2807,"Wayne County, New York",2013,"Rochester, New York",New York,16805.58824,50242,92473,0.334492819,NA,NA,NA
2808,"Wayne County, New York",2014,"Rochester, New York",New York,16414.11765,45951,92051,0.35720915,-0.023294072,-0.004563494,-0.085406632
2809,"Wayne County, New York",2015,"Rochester, New York",New York,16906.52941,50561,91446,0.334378857,0.029999283,-0.006572444,0.100324258
2810,"Wayne County, New York",2016,"Rochester, New York",New York,16426.52941,59538,90798,0.27589992,-0.028391398,-0.007086149,0.177547912
2811,"Wayne County, North Carolina",2013,"Goldsboro, North Carolina",North Carolina,11086.66667,42193,124583,0.262760806,NA,NA,NA
2812,"Wayne County, North Carolina",2014,"Goldsboro, North Carolina",North Carolina,10487.33333,35966,124456,0.291590206,-0.05405893,-0.001019401,-0.147583722
2813,"Wayne County, North Carolina",2015,"Goldsboro, North Carolina",North Carolina,10712,40361,124132,0.265404722,0.021422669,-0.00260333,0.122198743
2814,"Wayne County, North Carolina",2016,"Goldsboro, North Carolina",North Carolina,10210.33333,41711,124150,0.244787546,-0.046832213,0.000145007,0.033448131
2815,"Wayne County, Ohio",2013,"Wooster, Ohio",Ohio,13010.07692,49849,115071,0.260989727,NA,NA,NA
2816,"Wayne County, Ohio",2014,"Wooster, Ohio",Ohio,13468.30769,49988,115537,0.269430817,0.035221219,0.004049674,0.002788421
2817,"Wayne County, Ohio",2015,"Wooster, Ohio",Ohio,13918.07692,52760,116063,0.26379979,0.033394636,0.004552654,0.055453309
2818,"Wayne County, Ohio",2016,"Wooster, Ohio",Ohio,13928.69231,53434,116470,0.260670964,0.000762705,0.003506716,0.012774829
2819,"Webb County, Texas",2013,"Laredo, Texas",Texas,11743.5,39991,262495,0.293653572,NA,NA,NA
2820,"Webb County, Texas",2014,"Laredo, Texas",Texas,12501.75,38312,266673,0.32631421,0.064567633,0.015916494,-0.041984447
2821,"Webb County, Texas",2015,"Laredo, Texas",Texas,12727,39774,269721,0.319982903,0.018017478,0.011429729,0.038160368
2822,"Webb County, Texas",2016,"Laredo, Texas",Texas,12524.25,35659,271193,0.351222693,-0.015930699,0.005457491,-0.103459546
2823,"Weber County, Utah",2013,"Ogden, Utah",Utah,14627.53333,53809,238519,0.271841761,NA,NA,NA
2824,"Weber County, Utah",2014,"Ogden, Utah",Utah,14637.6,59604,240475,0.245580834,0.0006882,0.008200605,0.107695739
2825,"Weber County, Utah",2015,"Ogden, Utah",Utah,15228,59146,243645,0.257464579,0.040334481,0.013182243,-0.007684048
2826,"Weber County, Utah",2016,"Ogden, Utah",Utah,16045.13333,63158,247560,0.254047521,0.053659925,0.01606846,0.067832144
2827,"Weld County, Colorado",2013,"Greeley, Colorado",Colorado,15765,58611,269785,0.268976813,NA,NA,NA
2828,"Weld County, Colorado",2014,"Greeley, Colorado",Colorado,16497.80952,62083,277670,0.265737956,0.046483319,0.029226977,0.059238027
2829,"Weld County, Colorado",2015,"Greeley, Colorado",Colorado,18329.80952,70256,285174,0.260900272,0.111045045,0.027024886,0.131646344
2830,"Weld County, Colorado",2016,"Greeley, Colorado",Colorado,19193.19048,63400,294932,0.302731711,0.04710256,0.034217706,-0.097585971
2831,"Westchester County, New York",2013,"New York, New York",New York,40257.73333,84220,968802,0.478006808,NA,NA,NA
2832,"Westchester County, New York",2014,"New York, New York",New York,40960.26667,83477,972634,0.490677272,0.017450891,0.003955401,-0.008822133
2833,"Westchester County, New York",2015,"New York, New York",New York,43534.62222,86108,976396,0.505581621,0.062850068,0.003867848,0.031517664
2834,"Westchester County, New York",2016,"New York, New York",New York,45346.22222,89709,974542,0.505481303,0.041612857,-0.00189882,0.041819575
2835,"Westmoreland County, Pennsylvania",2013,"Pittsburgh, Pennsylvania",Pennsylvania,9533.789474,51531,362437,0.18501076,NA,NA,NA
2836,"Westmoreland County, Pennsylvania",2014,"Pittsburgh, Pennsylvania",Pennsylvania,10132.02632,53844,359320,0.18817373,0.062749114,-0.008600115,0.044885603
2837,"Westmoreland County, Pennsylvania",2015,"Pittsburgh, Pennsylvania",Pennsylvania,11066.73684,53540,357956,0.206700352,0.092253069,-0.003796059,-0.00564594
2838,"Westmoreland County, Pennsylvania",2016,"Pittsburgh, Pennsylvania",Pennsylvania,11339.23684,56722,355458,0.199908974,0.024623338,-0.006978511,0.0594322
2839,"Whatcom County, Washington",2013,"Bellingham, Washington",Washington,15389.85714,50186,206353,0.306656381,NA,NA,NA
2840,"Whatcom County, Washington",2014,"Bellingham, Washington",Washington,15477.85714,53665,208351,0.288416233,0.005718052,0.009682437,0.069322122
2841,"Whatcom County, Washington",2015,"Bellingham, Washington",Washington,16540.14286,55016,212284,0.300642411,0.068632609,0.018876799,0.025174695
2842,"Whatcom County, Washington",2016,"Bellingham, Washington",Washington,17140.92857,56411,216800,0.30385791,0.036322885,0.021273388,0.02535626
2843,"White County, Arkansas",2013,"Searcy, Arkansas",Arkansas,9685.272727,43643,78483,0.221920416,NA,NA,NA
2844,"White County, Arkansas",2014,"Searcy, Arkansas",Arkansas,9889.636364,39340,78592,0.251388825,0.021100452,0.001388836,-0.098595422
2845,"White County, Arkansas",2015,"Searcy, Arkansas",Arkansas,10277,38986,79161,0.263607449,0.039168643,0.007239923,-0.008998475
2846,"White County, Arkansas",2016,"Searcy, Arkansas",Arkansas,9929.545455,42844,79263,0.231760467,-0.033808947,0.001288513,0.098958601
2847,"Whitfield County, Georgia",2013,"Dalton, Georgia",Georgia,10245.25,38126,102945,0.26872082,NA,NA,NA
2848,"Whitfield County, Georgia",2014,"Dalton, Georgia",Georgia,11122,42069,103542,0.264375193,0.085576243,0.005799213,0.103420238
2849,"Whitfield County, Georgia",2015,"Dalton, Georgia",Georgia,10918.25,45894,104216,0.237901469,-0.018319547,0.006509436,0.090922057
2850,"Whitfield County, Georgia",2016,"Dalton, Georgia",Georgia,11807.5,46399,104589,0.254477467,0.081446202,0.003579105,0.011003617
2851,"Wichita County, Texas",2013,"Wichita Falls, Texas",Texas,10097.75,43525,132047,0.231998851,NA,NA,NA
2852,"Wichita County, Texas",2014,"Wichita Falls, Texas",Texas,10162.75,42996,132355,0.236365011,0.006437078,0.002332503,-0.012153935
2853,"Wichita County, Texas",2015,"Wichita Falls, Texas",Texas,9986.25,45416,131705,0.219883962,-0.017367346,-0.004911035,0.056284306
2854,"Wichita County, Texas",2016,"Wichita Falls, Texas",Texas,9914.5,44769,131838,0.221459045,-0.007184879,0.001009833,-0.014246081
2855,"Wicomico County, Maryland",2013,"Salisbury, Maryland",Maryland,13882.16667,48897,100896,0.283906306,NA,NA,NA
2856,"Wicomico County, Maryland",2014,"Salisbury, Maryland",Maryland,13862,53432,101539,0.25943255,-0.001452703,0.006372899,0.092745976
2857,"Wicomico County, Maryland",2015,"Salisbury, Maryland",Maryland,14208.58333,54781,102370,0.259370646,0.025002405,0.008184048,0.025247043
2858,"Wicomico County, Maryland",2016,"Salisbury, Maryland",Maryland,14187.16667,50844,102577,0.279033252,-0.001507305,0.002022077,-0.071867983
2859,"Wilkes County, North Carolina",2013,"North Wilkesboro, North Carolina",North Carolina,12583.72727,31135,69023,0.404166606,NA,NA,NA
2860,"Wilkes County, North Carolina",2014,"North Wilkesboro, North Carolina",North Carolina,12299.72727,30743,68838,0.400082206,-0.02256883,-0.002680266,-0.012590332
2861,"Wilkes County, North Carolina",2015,"North Wilkesboro, North Carolina",North Carolina,11861.36364,40919,68502,0.28987423,-0.03564011,-0.004881025,0.331002179
2862,"Wilkes County, North Carolina",2016,"North Wilkesboro, North Carolina",North Carolina,12055.36364,41332,68740,0.291671432,0.016355624,0.003474351,0.010093111
2863,"Will County, Illinois",2013,"Chicago, Illinois",Illinois,18986.92,74397,682829,0.255210828,NA,NA,NA
2864,"Will County, Illinois",2014,"Chicago, Illinois",Illinois,19485.28,74828,685419,0.260400919,0.026247543,0.003793043,0.005793244
2865,"Will County, Illinois",2015,"Chicago, Illinois",Illinois,19727.04,75992,687263,0.259593641,0.012407315,0.002690325,0.015555674
2866,"Will County, Illinois",2016,"Chicago, Illinois",Illinois,19763.08,81438,689529,0.242676392,0.001826934,0.003297137,0.071665438
2867,"Williamson County, Illinois",2013,"Carbondale, Illinois",Illinois,12354.2,44418,66924,0.27813499,NA,NA,NA
2868,"Williamson County, Illinois",2014,"Carbondale, Illinois",Illinois,13208.4,49153,67008,0.268720119,0.069142478,0.001255155,0.106600928
2869,"Williamson County, Illinois",2015,"Carbondale, Illinois",Illinois,13277.4,48736,67466,0.272435161,0.005223948,0.006835005,-0.008483714
2870,"Williamson County, Illinois",2016,"Carbondale, Illinois",Illinois,10992.6,48409,67560,0.22707761,-0.172081884,0.001393294,-0.006709619
2871,"Williamson County, Tennessee",2013,"Nashville, Tennessee",Tennessee,23354.25,88759,198901,0.263119796,NA,NA,NA
2872,"Williamson County, Tennessee",2014,"Nashville, Tennessee",Tennessee,24967.125,93337,205226,0.267494402,0.069061306,0.03179974,0.051577868
2873,"Williamson County, Tennessee",2015,"Nashville, Tennessee",Tennessee,26077.125,102881,211672,0.253468813,0.044458463,0.031409276,0.102253126
2874,"Williamson County, Tennessee",2016,"Nashville, Tennessee",Tennessee,26461.75,106054,219107,0.249512041,0.014749517,0.035125099,0.030841458
2875,"Williamson County, Texas",2013,"Austin, Texas",Texas,15722.35714,70911,471014,0.22171958,NA,NA,NA
2876,"Williamson County, Texas",2014,"Austin, Texas",Texas,16963.64286,72453,489250,0.234133064,0.078950357,0.038716471,0.021745568
2877,"Williamson County, Texas",2015,"Austin, Texas",Texas,17868.78571,78311,508514,0.228177213,0.053357811,0.039374553,0.080852415
2878,"Williamson County, Texas",2016,"Austin, Texas",Texas,18311.14286,81818,528718,0.223803354,0.024755859,0.039731453,0.044782981
2879,"Wilson County, Tennessee",2013,"Nashville, Tennessee",Tennessee,16388,56278,121945,0.291197271,NA,NA,NA
2880,"Wilson County, Tennessee",2014,"Nashville, Tennessee",Tennessee,16663.75,59685,125376,0.27919494,0.016826336,0.028135635,0.060538754
2881,"Wilson County, Tennessee",2015,"Nashville, Tennessee",Tennessee,17305.5,64476,128911,0.268402196,0.03851174,0.028195189,0.080271425
2882,"Wilson County, Tennessee",2016,"Nashville, Tennessee",Tennessee,18666,71153,132781,0.262336093,0.078616625,0.030020712,0.103557913
2883,"Windham County, Connecticut",2013,"Worcester, Connecticut",Connecticut,16243.11765,57503,117604,0.282474265,NA,NA,NA
2884,"Windham County, Connecticut",2014,"Worcester, Connecticut",Connecticut,16194.94118,59195,116998,0.273586302,-0.002965962,-0.005152886,0.029424552
2885,"Windham County, Connecticut",2015,"Worcester, Connecticut",Connecticut,16307.88235,62905,116573,0.259246202,0.006973855,-0.003632541,0.062674212
2886,"Windham County, Connecticut",2016,"Worcester, Connecticut",Connecticut,16477.82353,61608,116192,0.2674624,0.0104208,-0.003268338,-0.020618393
2887,"Winnebago County, Illinois",2013,"Rockford, Illinois",Illinois,13436.9,46946,290666,0.286220338,NA,NA,NA
2888,"Winnebago County, Illinois",2014,"Rockford, Illinois",Illinois,13261.8,47121,288542,0.281441396,-0.01303128,-0.007307356,0.003727687
2889,"Winnebago County, Illinois",2015,"Rockford, Illinois",Illinois,13349,49578,287078,0.269252491,0.006575276,-0.005073785,0.052142357
2890,"Winnebago County, Illinois",2016,"Rockford, Illinois",Illinois,13344.8,49749,285873,0.268242578,-0.00031463,-0.004197465,0.00344911
2891,"Winnebago County, Wisconsin",2013,"Oshkosh, Wisconsin",Wisconsin,10877.8,49776,169541,0.218535037,NA,NA,NA
2892,"Winnebago County, Wisconsin",2014,"Oshkosh, Wisconsin",Wisconsin,10164.2,52387,169511,0.194021418,-0.0656015,-0.000176948,0.052454998
